8.625	9.954e-5
9.635	6.703e-5
10.864	5.581e-5
11.206	4.875e-5
12.624	4.403e-5
13.349	4.128e-5
13.853	3.866e-5
15.016	3.747e-5
15.775	3.565e-5
16.499	3.413e-5
18.011	3.201e-5
19.491	3.065e-5
20.216	2.806e-5
21.161	2.582e-5
22.169	2.438e-5
22.894	2.287e-5
23.618	2.138e-5
25.068	1.987e-5
26.517	1.852e-5
27.527	1.715e-5
28.756	1.621e-5
29.701	1.520e-5
30.426	1.412e-5
31.151	1.311e-5
31.434	1.229e-5
32.883	1.169e-5
33.639	1.082e-5
34.394	1.025e-5
35.844	9.619e-6
37.103	8.550e-6
38.553	8.082e-6
39.784	7.435e-6
41.737	6.787e-6
43.721	6.195e-6
47.189	5.699e-6
49.363	5.366e-6
53.048	5.037e-6
58.435	4.680e-6
62.154	4.555e-6
67.606	4.331e-6
74.410	4.106e-6
80.049	3.986e-6
86.290	3.815e-6
92.025	3.699e-6
98.957	3.615e-6
105.824	3.543e-6
114.457	3.508e-6
120.005	3.505e-6
125.992	3.516e-6
133.963	3.563e-6
141.968	3.586e-6
146.913	3.622e-6
152.617	3.658e-6
158.731	3.719e-6
166.102	3.782e-6
171.018	3.873e-6
181.511	4.103e-6
188.789	4.313e-6
194.461	4.522e-6
199.848	4.708e-6
205.489	4.981e-6
212.515	5.293e-6
219.257	5.624e-6
224.205	5.856e-6
229.623	6.092e-6
236.586	6.362e-6
241.471	6.495e-6
245.409	6.608e-6
249.884	6.677e-6
254.832	6.677e-6
258.548	6.677e-6
265.008	6.611e-6
269.452	6.546e-6
274.935	6.415e-6
279.880	6.225e-6
285.994	6.016e-6
295.258	5.619e-6
302.001	5.288e-6
308.398	5.031e-6
314.826	4.751e-6
318.795	4.580e-6
325.947	4.307e-6
332.124	4.014e-6
338.487	3.815e-6
342.175	3.700e-6
347.562	3.498e-6
351.941	3.349e-6
357.423	3.152e-6
361.868	3.018e-6
368.200	2.851e-6
376.139	2.620e-6
383.137	2.473e-6
387.643	2.421e-6
391.863	2.421e-6
395.803	2.470e-6
399.741	2.606e-6
402.922	2.768e-6
405.917	3.013e-6
408.816	3.243e-6
410.800	3.534e-6
412.532	3.846e-6
414.015	4.203e-6
416.251	4.618e-6
417.418	4.901e-6
418.425	5.193e-6
418.960	5.549e-6
419.498	6.043e-6
420.979	6.714e-6
421.451	7.355e-6
422.459	8.379e-6
423.939	9.227e-6
424.443	1.043e-5
425.861	1.202e-5
426.807	1.364e-5
428.225	1.578e-5
429.705	2.063e-5
430.430	2.490e-5
432.573	3.081e-5
433.328	3.479e-5
433.770	4.176e-5
434.843	9.907e-5
