0.0010101019	6.8461141586e-11
0.0010913149	6.8461141586e-11
0.0011761710	6.8461141586e-11
0.0013629553	6.8461141586e-11
0.0016898754	6.7328553200e-11
0.0024036628	6.7205123901e-11
0.0039534932	7.2251019478e-11
0.0052765948	7.2251019478e-11
0.0064281304	7.5403232574e-11
0.0087796506	7.5541734695e-11
0.0106016900	7.7805423737e-11
0.0127826910	8.1349124908e-11
0.0148846721	8.1349124908e-11
0.0182211641	8.3814773560e-11
0.0214177575	8.7632179260e-11
0.0259734523	9.5796499252e-11
0.0313073881	1.0317822695e-10
0.0384537242	1.1260293722e-10
0.0451309420	1.2309368849e-10
0.0524878576	1.3632404804e-10
0.0622022636	1.5555251837e-10
0.0736463219	1.8314759731e-10
0.0794960484	1.9984366894e-10
0.0864603743	2.1766197681e-10
0.0958789289	2.4881935120e-10
0.1020278409	2.7606904507e-10
0.1105978861	3.1036651134e-10
0.1234671026	3.7574880123e-10
0.1381683350	4.8193278313e-10
0.1484176815	5.5082688332e-10
0.1640885919	7.1705427170e-10
0.1787362248	8.6666383743e-10
0.1963527948	1.1577538252e-9
0.2193318903	1.6415163279e-9
0.2464191467	2.5918016434e-9
0.2590561509	3.5082519054e-9
0.2664708495	4.1770372391e-9
0.2708690763	5.6644134521e-9
0.0010087271	1.2129358053e-7
0.0011828213	1.2129358053e-7
0.0013467175	1.2129358053e-7
0.0015638629	1.2129358053e-7
0.0017909184	1.2129358053e-7
0.0020859847	1.2129358053e-7
0.0023692753	1.2062768936e-7
0.0029473507	1.2612152100e-7
0.0033193817	1.2612152100e-7
0.0038000762	1.2612152100e-7
0.0047201728	1.2220760584e-7
0.0056964895	1.2220760584e-7
0.0068747522	1.2062768936e-7
0.0086222822	1.2062768936e-7
0.0099703567	1.2062768936e-7
0.0116377408	1.2062768936e-7
0.0142033938	1.1863210201e-7
0.0186489839	1.1839494705e-7
0.0219200421	1.1839494705e-7
0.0271778051	1.1731371880e-7
0.0341494642	1.1409065723e-7
0.0372546315	1.0892047882e-7
0.0404202342	1.0129705667e-7
0.0455632545	9.3004493713e-8
0.0511136129	8.1671123505e-8
0.0556929894	7.3609752655e-8
0.0650067553	6.4510493279e-8
0.0717396066	5.6545586586e-8
0.0791934729	5.1057796478e-8
0.0876363888	4.6792111397e-8
0.0973287746	4.1090102196e-8
0.1073127538	3.6616559029e-8
0.1172109172	3.2095630169e-8
0.1283748150	2.8980672359e-8
0.1416244656	2.5449106693e-8
0.1605209708	2.2595376968e-8
0.1843784899	1.8766695261e-8
0.2241394669	1.3041002750e-8
0.2385919988	1.1601824760e-8
0.2515941858	9.7426004410e-9
0.2594940662	8.7970895767e-9
0.2663547397	7.8106150627e-9
0.2700955272	6.6581702232e-9
0.2720670998	5.8360862732e-9
