-0.694649 -2.000000
-0.693575 -2.207495
-0.692504 -2.215953
-0.691436 -2.224599
-0.690370 -2.233425
-0.689307 -2.242392
-0.688246 -2.251508
-0.687188 -2.268538
-0.686133 -2.286515
-0.685080 -2.305415
-0.684030 -2.325235
-0.682982 -2.345945
-0.681937 -2.367549
-0.680894 -2.390060
-0.679854 -2.413454
-0.678816 -2.437691
-0.677781 -2.462696
-0.676748 -2.488407
-0.675718 -2.513813
-0.674690 -2.538925
-0.673664 -2.563730
-0.672641 -2.588118
-0.671620 -2.612036
-0.670602 -2.635326
-0.669586 -2.657963
-0.668573 -2.679762
-0.667562 -2.700659
-0.666553 -2.720422
-0.665546 -2.738958
-0.664542 -2.756205
-0.663540 -2.772178
-0.662541 -2.786932
-0.661544 -2.800580
-0.660549 -2.813161
-0.659556 -2.824723
-0.658565 -2.835396
-0.657577 -2.845347
-0.656591 -2.854852
-0.655608 -2.864057
-0.654626 -2.872869
-0.653647 -2.881295
-0.652670 -2.889312
-0.651695 -2.896962
-0.650722 -2.904223
-0.649752 -2.911174
-0.648784 -2.917818
-0.647817 -2.924194
-0.646853 -2.930268
-0.645892 -2.936077
-0.644932 -2.941610
-0.643974 -2.946967
-0.643019 -2.952142
-0.642065 -2.957059
-0.641114 -2.961672
-0.640165 -2.966031
-0.639217 -2.970135
-0.638272 -2.974026
-0.637329 -2.977730
-0.636388 -2.981165
-0.635449 -2.984461
-0.634512 -2.987661
-0.633577 -2.990702
-0.632644 -2.993583
-0.631713 -2.996342
-0.630784 -2.999040
-0.629857 -3.001701
-0.628932 -3.004228
-0.628009 -3.006611
-0.627088 -3.008882
-0.626169 -3.011078
-0.625252 -3.013201
-0.624336 -3.015113
-0.623423 -3.016909
-0.622512 -3.018631
-0.621602 -3.020347
-0.620694 -3.022021
-0.619789 -3.023646
-0.618885 -3.025191
-0.617983 -3.026643
-0.617083 -3.028041
-0.616185 -3.029321
-0.615288 -3.030491
-0.614394 -3.031640
-0.613501 -3.032762
-0.612610 -3.033810
-0.611721 -3.034753
-0.610834 -3.035561
-0.609949 -3.036315
-0.609065 -3.037050
-0.608183 -3.037714
-0.607303 -3.038296
-0.606425 -3.038803
-0.605548 -3.039376
-0.604674 -3.039854
-0.603801 -3.040232
-0.602929 -3.040432
-0.602060 -3.040461
-0.601192 -3.040435
-0.600326 -3.040399
-0.599462 -3.040313
-0.598599 -3.040173
-0.597739 -3.039950
-0.596879 -3.039676
-0.596022 -3.039271
-0.595166 -3.038789
-0.594312 -3.038254
-0.593460 -3.037609
-0.592609 -3.036814
-0.591760 -3.035894
-0.590913 -3.034899
-0.590067 -3.033864
-0.589223 -3.032775
-0.588380 -3.031576
-0.587539 -3.030227
-0.586700 -3.028848
-0.585863 -3.027475
-0.585027 -3.026103
-0.584192 -3.024793
-0.583359 -3.023400
-0.582528 -3.021852
-0.581699 -3.020205
-0.580871 -3.018472
-0.580044 -3.016753
-0.579219 -3.015004
-0.578396 -3.013233
-0.577574 -3.011377
-0.576754 -3.009449
-0.575935 -3.007555
-0.575118 -3.005789
-0.574303 -3.004062
-0.573489 -3.002257
-0.572676 -3.000337
-0.571865 -2.998349
-0.571056 -2.996384
-0.570248 -2.994407
-0.569441 -2.992379
-0.568636 -2.990261
-0.567833 -2.988129
-0.567031 -2.985883
-0.566230 -2.983614
-0.565431 -2.981370
-0.564633 -2.979136
-0.563837 -2.976936
-0.563043 -2.974663
-0.562249 -2.972301
-0.561458 -2.969891
-0.560667 -2.967494
-0.559878 -2.965099
-0.559091 -2.962617
-0.558305 -2.959974
-0.557520 -2.957198
-0.556737 -2.954356
-0.555955 -2.951566
-0.555175 -2.948761
-0.554396 -2.945856
-0.553618 -2.942870
-0.552842 -2.939832
-0.552067 -2.936717
-0.551294 -2.933456
-0.550522 -2.930152
-0.549751 -2.926781
-0.548982 -2.923333
-0.548214 -2.919763
-0.547447 -2.916020
-0.546682 -2.912188
-0.545918 -2.908280
-0.545155 -2.904284
-0.544394 -2.900127
-0.543634 -2.895802
-0.542875 -2.891354
-0.542118 -2.886798
-0.541362 -2.882194
-0.540608 -2.877542
-0.539854 -2.872699
-0.539102 -2.867694
-0.538351 -2.862596
-0.537602 -2.857363
-0.536854 -2.851913
-0.536107 -2.846283
-0.535361 -2.840574
-0.534617 -2.834724
-0.533874 -2.828687
-0.533132 -2.822451
-0.532392 -2.816073
-0.531653 -2.809575
-0.530915 -2.802884
-0.530178 -2.795975
-0.529443 -2.788845
-0.528708 -2.781554
-0.527975 -2.774147
-0.527244 -2.766578
-0.526513 -2.758846
-0.525784 -2.750846
-0.525056 -2.742601
-0.524329 -2.734162
-0.523603 -2.725581
-0.522879 -2.716666
-0.522156 -2.707319
-0.521434 -2.697511
-0.520713 -2.687146
-0.519993 -2.676014
-0.519275 -2.664022
-0.518557 -2.651171
-0.517841 -2.637441
-0.517126 -2.622807
-0.516413 -2.607225
-0.515700 -2.590811
-0.514989 -2.573704
-0.514279 -2.555949
-0.513570 -2.537569
-0.512862 -2.518528
-0.512155 -2.498947
-0.511449 -2.478874
-0.510745 -2.458417
-0.510042 -2.437533
-0.509339 -2.416250
-0.508638 -2.395379
-0.507938 -2.375007
-0.507240 -2.355191
-0.506542 -2.335948
-0.505845 -2.317303
-0.505150 -2.299330
-0.504456 -2.282081
-0.503762 -2.265562
-0.503070 -2.249783
-0.502379 -2.234747
-0.501689 -2.226689
-0.501001 -2.218734
-0.500313 -2.210870
-0.499626 -2.203123
-0.498941 -2.195530
-0.498256 -2.000000
