-2.9871626044038555, -6.2332368536497516
-2.9815915585037063, -6.246492472784618
-2.9785334592292143, -6.253768844221119 
-2.975455844363382, -6.261091650609086
-2.9698492462311554, -6.274431861911431
-2.9693465747433616, -6.275627902316061 
-2.969029683992765, -6.2763819095477515
-2.9635175305408437, -6.289497401338917
-2.959525908756316, -6.298994974874384 
-2.9576810944774996, -6.303355812570534
-2.954773869346733, -6.31022801487676
-2.9518286029180154, -6.3171901405579405 
-2.949959649081205, -6.321608040201017
-2.945975372906232, -6.331023360866898
-2.9403904904066094, -6.34422110552765 
-2.940121940853503, -6.344856278114438
-2.939698492462311, -6.345856379353954
-2.9337419416749513, -6.3578993446732435 
-2.9293227023503685, -6.366834170854283
-2.9273218744806506, -6.370882309208426
-2.9246231155778886, -6.376335804020253 
-2.9174839321539268, -6.378738461044973
-2.9095477386934663, -6.3814093478726335
-2.9051711032297747, -6.382882282985378 
-2.894472361809044, -6.386482891725014
-2.89285969531851, -6.387028236445115
-2.885664197104406, -6.389447236180915 
-2.880546829044007, -6.391172002359993
-2.8793969849246217, -6.39155954772021
-2.8679766647699805, -6.3949298212755865 
-2.8643216080401994, -6.396002623032906
-2.854332245363651, -6.397076257492726
-2.849246231155777, -6.3976228909761135 
-2.840264825148895, -6.398588192497225
-2.834170854271355, -6.39924315891932
-2.826197404934139, -6.400100127501725 
-2.8190954773869326, -6.400863426862526
-2.812044160917369, -6.401483326803203
-2.8040201005025103, -6.402172710655587 
-2.7974895360236585, -6.402264454789271
-2.788944723618088, -6.402381893241783
-2.782552308300487, -6.402471678531146 
-2.7738693467336657, -6.40259363591002
-2.7676167836560883, -6.402681456891182
-2.7587939698492434, -6.402805378578258 
-2.752631265811596, -6.402816245451078
-2.743718592964821, -6.402833634318071
-2.7374030920653847, -6.4025870501583935 
-2.728643216080399, -6.402245616444728
-2.721925218416839, -6.401983305012209
-2.7135678391959765, -6.401656982166426 
-2.706446930620756, -6.401378938644718
-2.6984924623115543, -6.401068347888125
-2.690907808389218, -6.4006833206240445 
-2.683417085427132, -6.400303489994128
-2.6751024257129865, -6.399588311936331
-2.6683417085427097, -6.399006934708708 
-2.6591100899601248, -6.398212873633671
-2.6532663316582874, -6.3977102206094045
-2.6431176492897914, -6.396837277954805 
-2.638190954773865, -6.396413506510101
-2.627072419375523, -6.395382498410036
-2.623115577889443, -6.395016214498356 
-2.610848315750671, -6.393659408299391
-2.6080402010050205, -6.393348926623993
-2.5945729006044673, -6.391859350906719 
-2.5929648241205983, -6.391681486627268
-2.5782974026452687, -6.390059169294554
-2.577889447236176, -6.390014046630543 
-2.5730198370635455, -6.389447236180915
-2.5628140703517537, -6.388260077710281
-2.5619473627703613, -6.388147174808826 
-2.5477386934673314, -6.386296262200525
-2.545438265087189, -6.385996593610702
-2.532663316582909, -6.384332446690769 
-2.5289286021259665, -6.383845164495502
-2.517587939698487, -6.382367652689038
-2.512398153283003, -6.381662556557689 
-2.5025125628140645, -6.380320285623684
-2.4957635517391195, -6.3793237195684975
-2.4874371859296422, -6.378094239658531 
-2.4790421038282417, -6.376854613028815
-2.47236180904522, -6.375868193693379
-2.4623189346329823, -6.37438292456256 
-2.4572864321607977, -6.373639705124935
-2.445547652768133, -6.371839067091918
-2.4422110552763754, -6.371327528584692 
-2.4286449193131845, -6.3690980322361295
-2.427135678391953, -6.368850422113659
-2.414843765349874, -6.366834170854283 
-2.412060301507531, -6.366377597295851
-2.4117185469755626, -6.36632153905633
-2.3969849246231085, -6.363904772478043 
-2.3947830509097727, -6.363531360284279
-2.3819095477386862, -6.361348163749694
-2.3777535494177524, -6.360600173372882 
-2.366834170854264, -6.358634919911369
-2.3606215256457124, -6.357515203041455
-2.3517587939698417, -6.355919832311876 
-2.343487600838875, -6.354427381157834
-2.3366834170854194, -6.3532004401127855
-2.3263047246521364, -6.351266132204358 
-2.321608040200997, -6.3503907970948905
-2.3089931316591996, -6.347911808041586
-2.306532663316575, -6.347428294897821 
-2.291641751290254, -6.344497802814802
-2.2914572864321525, -6.3444615462558
-2.290236886530066, -6.34422110552765 
-2.2763819095477302, -6.341491177536557
-2.274275941426399, -6.3410621533456535
-2.261306532663308, -6.338420047776856 
-2.256794057561749, -6.337452392875312
-2.2462311557788857, -6.335189149900437
-2.23920429256934, -6.333680810713331 
-2.2311557788944634, -6.3319541704353774
-2.2216119470490074, -6.329905357759467
-2.216080402010041, -6.328717878791195 
-2.203945886922792, -6.326019332896777
-2.201005025125619, -6.325365326496707
-2.1861118267341, -6.321881307940373 
-2.1859296482411965, -6.321838747398622
-2.1849449723784504, -6.321608040201017
-2.1708542713567742, -6.318307186408788 
-2.1682464312543055, -6.317696280047314
